"id","name","type","typeCode","bizType","address","gcj02_lng","gcj02_lat","wgs84_lng","wgs84_lat","tel","provinceName","cityName","adName"
"B00140B8G7","万和百货","购物服务;商场;购物中心","060101","[]","江埔镇","113.596164","23.544795","113.59106018659882","23.547567565310775","020-87977018","广东省","广州市","从化区"
"B00141UDA5","新世纪广场南门2","购物服务;商场;普通商场","060102","[]","东成路68号","113.588915","23.547421","113.5838063336129","23.550191945665503","[]","广东省","广州市","从化区"
"B0FFG8DKK7","摩登广场","购物服务;商场;普通商场","060102","[]","西宁横街14号","113.587840","23.549488","113.58273029068859","23.55225855306241","[]","广东省","广州市","从化区"
"B00140AXVL","新世纪广场","购物服务;商场;购物中心","060101","[]","街口街东成路68号","113.588941","23.547770","113.58383233156937","23.55054096535431","020-87930888;020-87935808","广东省","广州市","从化区"
"B0FFF3UTLO","惠民商业城","购物服务;商场;普通商场","060102","[]","江埔街七星市场","113.600843","23.538804","113.59574130294638","23.5415762992583","[]","广东省","广州市","从化区"
"B0FFK3KVZD","英豪国际集团(海洋广场店)","购物服务;商场;普通商场","060102","[]","河东南路426号","113.601457","23.529215","113.59635609209653","23.53198711759179","[]","广东省","广州市","从化区"
"B00140W3IY","富顺百货","购物服务;商场;普通商场|购物服务;便民商店/便利店;便民商店/便利店","060102|060200","[]","横江大道与横江路交叉口东140米","113.575415","23.584156","113.57028853082215","23.586919351860196","020-87904838","广东省","广州市","从化区"
"B0HBR76Q2R","罗洞工匠小镇工匠客厅","购物服务;商场;商场","060100","[]","江埔街105国道罗洞牌坊侧(原从化区社会福利院)","113.603089","23.525357","113.5979886667988","23.528128795291916","[]","广东省","广州市","从化区"
"B0G2DDMUSI","INTIME皮肤管理日式半永久(海塱横街店)","购物服务;商场;商场","060100","[]","海塱横街欣荣宏大厦4栋6楼(农业银行旁)","113.590500","23.530670","113.58539368396853","23.533441246948797","[]","广东省","广州市","从化区"
"B0H2N1LGOD","商场","购物服务;商场;普通商场","060102","[]","盛景南路与向阳南路一巷交叉口东北140米","113.597852","23.553527","113.59274834099779","23.556299875729422","[]","广东省","广州市","从化区"
"B0HG6CE7MY","小海南区商贸城","购物服务;商场;商场","060100","[]","环市东路与联兴路交叉口北280米","113.603302","23.528988","113.59820145781087","23.53175974780581","[]","广东省","广州市","从化区"
"B0HGJMINQA","购物广场","购物服务;商场;普通商场","060102","[]","观景路东北40米","113.568427","23.512947","113.5632939800312","23.51570026262869","[]","广东省","广州市","从化区"
"B0G3MR2G03","专营手机电池","购物服务;商场;商场","060100","[]","府前路与蓝田东路交叉口北40米","113.587796","23.546108","113.58268647772829","23.548878441271782","[]","广东省","广州市","从化区"
"B0FFL7ASJ3","MEINAIER(都市华庭店)","购物服务;商场;免税品店","060103","[]","城南路蓝度网咖旁","113.585136","23.538688","113.58002449087195","23.541456945512984","[]","广东省","广州市","从化区"
"B0FFKZ9HKD","海宏锦鲤","购物服务;商场;免税品店","060103","[]","赤草村赤草队56-1(赤草地铁站出入口步行150米)","113.560791","23.502116","113.55564383212761","23.50485829944362","13926173698","广东省","广州市","从化区"
"B0FFIVO5WA","欣荣广场","购物服务;商场;普通商场","060102","[]","海塱东路与海塱横街交叉口东北150米","113.589260","23.533024","113.58415257157026","23.535794826794014","020-37937566;020-37937888","广东省","广州市","从化区"
