"id","name","type","typeCode","bizType","address","gcj02_lng","gcj02_lat","wgs84_lng","wgs84_lat","tel","provinceName","cityName","adName"
"BV11688324","岭头(有轨电车站)","交通设施服务;公交车站;电车站","150705","[]","黄埔有轨电车1号线","113.512275","23.217134","113.50700477018414","23.219816386222234","[]","广东省","广州市","黄埔区"
"BV11688339","长岭居小学(有轨电车站)","交通设施服务;公交车站;电车站","150705","[]","黄埔有轨电车1号线","113.503186","23.215443","113.49788404125128","23.218098795087503","[]","广东省","广州市","黄埔区"
"BV11380810","干部健康中心(有轨电车站)","交通设施服务;公交车站;电车站","150705","[]","黄埔有轨电车1号线","113.517502","23.217090","113.51224977263523","23.219787690747967","[]","广东省","广州市","黄埔区"
"BV11688333","岭头东(有轨电车站)","交通设施服务;公交车站;电车站","150705","[]","黄埔有轨电车1号线","113.521802","23.214239","113.51656448803016","23.216949971025606","[]","广东省","广州市","黄埔区"
"BV11688322","羌洞(有轨电车站)","交通设施服务;公交车站;电车站","150705","[]","黄埔有轨电车1号线","113.496795","23.212451","113.49147074453985","23.21508856053251","[]","广东省","广州市","黄埔区"
"BV11688321","贤江西(有轨电车站)","交通设施服务;公交车站;电车站","150705","[]","黄埔有轨电车1号线","113.528081","23.211853","113.52286425068625","23.214582144515013","[]","广东省","广州市","黄埔区"
"BV11386248","地铁长平站(有轨电车站)","交通设施服务;公交车站;电车站","150705","[]","黄埔有轨电车1号线","113.490692","23.210929","113.48534652732141","23.21354878300655","[]","广东省","广州市","黄埔区"
"BV11478529","北师大实验学校(有轨电车站)","交通设施服务;公交车站;电车站","150705","[]","黄埔有轨电车1号线","113.492093","23.203266","113.48675291412717","23.205892683611747","[]","广东省","广州市","黄埔区"
"BV11688319","贤江公园(有轨电车站)","交通设施服务;公交车站;电车站","150705","[]","黄埔有轨电车1号线","113.536092","23.206365","113.53090057390037","23.2091168966391","[]","广东省","广州市","黄埔区"
"BV11478530","水西(有轨电车站)","交通设施服务;公交车站;电车站","150705","[]","黄埔有轨电车1号线","113.485082","23.197342","113.47971816937635","23.199950045046414","[]","广东省","广州市","黄埔区"
"BV11688320","贤江(有轨电车站)","交通设施服务;公交车站;电车站","150705","[]","黄埔有轨电车1号线","113.540079","23.203445","113.53489952399377","23.206207648786215","[]","广东省","广州市","黄埔区"
"BV11478531","峻泰路(有轨电车站)","交通设施服务;公交车站;电车站","150705","[]","黄埔有轨电车1号线","113.483911","23.190545","113.47854365982903","23.19315210160903","[]","广东省","广州市","黄埔区"
"BV11386240","新丰路(有轨电车站)","交通设施服务;公交车站;电车站","150705","[]","黄埔有轨电车1号线","113.549046","23.199048","113.54389136252624","23.201832241724897","[]","广东省","广州市","黄埔区"
"BV11482393","地铁水西(有轨电车站)","交通设施服务;公交车站;电车站","150705","[]","黄埔有轨电车1号线","113.479306","23.187017","113.47392351161817","23.189612148176316","[]","广东省","广州市","黄埔区"
"BV11478533","线坑(有轨电车站)","交通设施服务;公交车站;电车站","150705","[]","黄埔有轨电车1号线","113.487331","23.177660","113.48197618097036","23.18028190519029","[]","广东省","广州市","黄埔区"
"BV11692321","地铁香雪(有轨电车站)","交通设施服务;公交车站;电车站","150705","[]","黄埔有轨电车1号线","113.499815","23.173604","113.4945039837454","23.17626482718447","[]","广东省","广州市","黄埔区"
"BV11482354","市民广场(有轨电车站)","交通设施服务;公交车站;电车站","150705","[]","黄埔有轨电车1号线","113.481397","23.178591","113.47602202250933","23.181195256147078","[]","广东省","广州市","黄埔区"
"BV11478525","会议中心(有轨电车站)","交通设施服务;公交车站;电车站","150705","[]","黄埔有轨电车1号线","113.474368","23.180474","113.4689699237824","23.183057766655008","[]","广东省","广州市","黄埔区"
"BV11478527","区少年宫(萝岗)(有轨电车站)","交通设施服务;公交车站;电车站","150705","[]","黄埔有轨电车1号线","113.494344","23.176404","113.48901358352406","23.17904728536098","[]","广东省","广州市","黄埔区"
"B00141K4CZ","潭洲汽车站","交通设施服务;公交车站;普通公交站","150702","[]","欣荣路54号","113.388153","22.782822","113.38265486527989","22.78546161227708","[]","广东省","广州市","南沙区"
"BV11386234","双岗(快速公交站)","交通设施服务;公交车站;快速公交站","150704","[]","","113.483715","23.090486","113.47835376140863","23.093132084753986","[]","广东省","广州市","黄埔区"
"BV11502695","茅岗(快速公交站)","交通设施服务;公交车站;快速公交站","150704","[]","B16路;B17路;B1路;B24路;B26路;B27路;B5路;B5路快线","113.432426","23.105101","113.42692882562423","23.107625362054467","[]","广东省","广州市","黄埔区"
"BV11692816","黄村(快速公交站)","交通设施服务;公交车站;快速公交站","150704","[]","","113.411701","23.119353","113.40618004042689","23.1218531061955","[]","广东省","广州市","天河区"
