"id","name","type","typeCode","bizType","address","gcj02_lng","gcj02_lat","wgs84_lng","wgs84_lat","tel","provinceName","cityName","adName"
"B0FFFH0B5F","南方医科大学第五附属医院","医疗保健服务;综合医院;三级甲等医院","090101","[]","从城大道566号","113.573287","23.549940","113.56815961204227","23.55269934102732","020-61780030;020-87912554","广东省","广州市","从化区"
"B0FFFEATRN","广州市增城区人民医院-博济楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","光明东路107-1号附近","113.842450","23.284689","113.83742728751666","23.287431676730176","[]","广东省","广州市","增城区"
"B00140V63G","广州市中西医结合医院","医疗保健服务;综合医院;三级甲等医院","090101","[]","迎宾大道87号","113.217116","23.402089","113.2117560703135","23.40466914276991","020-86888120;020-86888565;020-86892106","广东省","广州市","花都区"
"B0H6MHHEO7","广州市花都区人民医院","医疗保健服务;综合医院;三级甲等医院","090101","[]","新华镇新华路47-48号","113.211780","23.374155","113.20641554964917","23.376733418943058","[]","广东省","广州市","花都区"
"B00140MBOW","广州市中西医结合医院福宁院区(装修中)","医疗保健服务;综合医院;三级甲等医院","090101","[]","福宁路8号","113.207353","23.37358","113.20198264183955","23.376152470405106","020-86820524","广东省","广州市","花都区"
"B00140MBOV","花都区中西医结合肛肠治疗中心","医疗保健服务;综合医院;三级甲等医院","090101","[]","福宁路8号","113.207353","23.373580","113.20198264183955","23.376152470405106","[]","广东省","广州市","花都区"
"B0FFKPCP2R","广州市花都区人民医院门诊部","医疗保健服务;综合医院;三级甲等医院","090101","[]","花都区人民医院宝华院区西南门旁","113.208388","23.386730","113.20301818736068","23.389301521467196","[]","广东省","广州市","花都区"
"B0FFKCU38L","广州市花都区人民医院卒中中心","医疗保健服务;综合医院;三级甲等医院","090101","[]","新华路与建设路交叉口东60米","113.211309","23.373975","113.2059439550614","23.376552833517344","[]","广东省","广州市","花都区"
"B0FFFEW4Y8","花都中西医结合肾病诊疗中心","医疗保健服务;综合医院;三级甲等医院","090101","[]","福宁路8号","113.207353","23.373580","113.20198264183955","23.376152470405106","[]","广东省","广州市","花都区"
"B00140U136","广东省中医院(大德路总院)","医疗保健服务;综合医院;三级甲等医院","090101","[]","大德路111号","113.256550","23.118113","113.25122519709622","23.120797269465456","020-81887233","广东省","广州市","越秀区"
"B00140VAW2","南方医科大学南方医院(院本部)","医疗保健服务;综合医院;三级甲等医院","090101","[]","广州大道北1838号","113.330725","23.188446","113.32528541048046","23.191003837828497","020-61641114","广东省","广州市","白云区"
"B00140UERJ","广东省人民医院(东川院区)","医疗保健服务;综合医院;三级甲等医院","090101","[]","中山二路106号","113.287272","23.125087","113.28191803168201","23.127743794814215","020-83827812","广东省","广州市","越秀区"
"B00140226E","中山大学附属第一医院","医疗保健服务;综合医院;三级甲等医院","090101","[]","中山二路58号","113.291159","23.126327","113.2857990921301","23.128978040009684","020-87330808;020-87755766;020-87332200","广东省","广州市","越秀区"
"B00140C1IU","南方医科大学珠江医院","医疗保健服务;综合医院;三级甲等医院","090101","[]","工业大道中253号","113.268936","23.081055","113.26360620924294","23.083748616999472","020-61643888;020-62782020","广东省","广州市","海珠区"
"B00141IE64","番禺中心医院","医疗保健服务;综合医院;三级甲等医院","090101","[]","福愉东路8号","113.375933","22.910463","113.37043608267712","22.91306417718407","020-34858888;020-34859600","广东省","广州市","番禺区"
"B00140UENM","广州市第一人民医院(院本部)","医疗保健服务;综合医院;三级甲等医院","090101","[]","盘福路1号","113.256532","23.131213","113.25120632522946","23.133891976700017","020-81048888","广东省","广州市","越秀区"
"B00140KFHA","中山大学肿瘤防治中心(越秀院区)","医疗保健服务;综合医院;三级甲等医院","090101","[]","东风东路651号正门","113.290144","23.131359","113.28478532288408","23.134009425858245","[]","广东省","广州市","越秀区"
