id,name,type,typeCode,bizType,address,gcj02_lng,gcj02_lat,wgs84_lng,wgs84_lat,tel,provinceName,cityName,adName
BV11605044,花城街(地铁站),交通设施服务;地铁站;地铁站,150500,[],(在建)18号线北延段,113.234955,23.425568,113.229608,23.42816021,[],广东省,广州市,花都区
BV10571472,花都广场(地铁站),交通设施服务;地铁站;地铁站,150500,[],9号线,113.222628,23.401307,113.2172738,23.40389316,[],广东省,广州市,花都区
BV10571473,马鞍山公园(地铁站),交通设施服务;地铁站;地铁站,150500,[],(在建)18号线北延段;9号线,113.237792,23.399457,113.232448,23.40205441,[],广东省,广州市,花都区
BV10024349,机场南(1号航站楼)(地铁站),交通设施服务;地铁站;地铁站,150500,[],(在建)22号线北延段;3号线北延段,113.303097,23.38669,113.2976991,23.38924307,[],广东省,广州市,花都区
BV10571469,莲塘(地铁站),交通设施服务;地铁站;地铁站,150500,[],9号线,113.245149,23.389101,113.2398075,23.39170245,[],广东省,广州市,花都区
BV10571474,花果山公园(地铁站),交通设施服务;地铁站;地铁站,150500,[],9号线,113.218389,23.387119,113.2130315,23.38970308,[],广东省,广州市,花都区
BV10571480,花城路(地铁站),交通设施服务;地铁站;地铁站,150500,[],9号线,113.21274,23.379622,113.2073764,23.38220064,[],广东省,广州市,花都区
BV10571470,清布(地铁站),交通设施服务;地铁站;地铁站,150500,[],9号线,113.250989,23.378122,113.2456481,23.3807258,[],广东省,广州市,花都区
BV10571477,广州北站(地铁站),交通设施服务;地铁站;地铁站,150500,[],(规划)24号线;9号线,113.201568,23.376419,113.1961889,23.37898228,[],广东省,广州市,花都区
BV10571478,花都汽车城(地铁站),交通设施服务;地铁站;地铁站,150500,[],9号线,113.180367,23.379671,113.1749511,23.38219679,[],广东省,广州市,花都区
BV10710261,清塘(地铁站),交通设施服务;地铁站;地铁站,150500,[],9号线,113.262858,23.372206,113.257513,23.37480772,[],广东省,广州市,花都区
BV10571476,飞鹅岭(地铁站),交通设施服务;地铁站;地铁站,150500,[],9号线,113.155127,23.378345,113.1496647,23.38082393,[],广东省,广州市,花都区
BV11605040,凤凰南路(地铁站),交通设施服务;地铁站;地铁站,150500,[],(在建)18号线北延段,113.240112,23.360554,113.2347715,23.3631595,[],广东省,广州市,花都区
BV10024350,高增(地铁站),交通设施服务;地铁站;地铁站,150500,[],3号线北延段;9号线,113.295504,23.355162,113.2901216,23.3577333,[],广东省,广州市,白云区
BV11014910,机场北(2号航站楼)(地铁站),交通设施服务;地铁站;地铁站,150500,[],(在建)22号线北延段;3号线北延段,113.30514,23.395529,113.2997377,23.39807711,[],广东省,广州市,花都区
BV10022634,人和(地铁站),交通设施服务;地铁站;地铁站,150500,[],(在建)22号线北延段;3号线北延段,113.295995,23.335224,113.2906131,23.33779901,[],广东省,广州市,白云区
BV10851524,东风(地铁站),交通设施服务;地铁站;地铁站,150500,[],14号线,113.600801,23.566233,113.5956975,23.56900622,[],广东省,广州市,从化区
BV10851522,从化客运站(地铁站),交通设施服务;地铁站;地铁站,150500,[],14号线,113.594721,23.531769,113.5896173,23.53454122,[],广东省,广州市,从化区
BV10851516,赤草(地铁站),交通设施服务;地铁站;地铁站,150500,[],14号线,113.560204,23.501199,113.5550556,23.50394037,[],广东省,广州市,从化区
BV10851519,神岗(地铁站),交通设施服务;地铁站;地铁站,150500,[],14号线,113.517592,23.475161,113.5123227,23.47780288,[],广东省,广州市,从化区
BV10593222,钟岗(地铁站),交通设施服务;地铁站;地铁站,150500,[],21号线,113.792047,23.279317,113.7868953,23.28197209,[],广东省,广州市,增城区
BV10593227,增城广场(地铁站),交通设施服务;地铁站;地铁站,150500,[],21号线,113.8138,23.278362,113.8087008,23.28105302,[],广东省,广州市,增城区
BV10593233,山田(地铁站),交通设施服务;地铁站;地铁站,150500,[],21号线,113.744845,23.276504,113.7396313,23.27912909,[],广东省,广州市,增城区
BV10697442,朱村(地铁站),交通设施服务;地铁站;地铁站,150500,[],21号线,113.701572,23.272318,113.6963788,23.27498541,[],广东省,广州市,增城区
BV10593229,凤岗(地铁站),交通设施服务;地铁站;地铁站,150500,[],21号线,113.670634,23.275961,113.6654849,23.27868306,[],广东省,广州市,增城区
BV10593220,坑贝(地铁站),交通设施服务;地铁站;地铁站,150500,[],21号线,113.642606,23.278769,113.6374977,23.28154047,[],广东省,广州市,增城区
BV10851520,知识城(地铁站),交通设施服务;地铁站;地铁站,150500,[],14号线支线/知识城线,113.525198,23.349377,113.5199627,23.35205853,[],广东省,广州市,黄埔区
BV10851514,何棠下(地铁站),交通设施服务;地铁站;地铁站,150500,[],14号线支线/知识城线,113.543688,23.33119,113.5385102,23.33392246,[],广东省,广州市,黄埔区
BV10593236,中新(地铁站),交通设施服务;地铁站;地铁站,150500,[],21号线,113.613131,23.285303,113.6080459,23.2881065,[],广东省,广州市,增城区
BV10851526,旺村(地铁站),交通设施服务;地铁站;地铁站,150500,[],14号线支线/知识城线,113.551749,23.323256,113.546593,23.32600752,[],广东省,广州市,黄埔区
BV10851515,汤村(地铁站),交通设施服务;地铁站;地铁站,150500,[],14号线支线/知识城线,113.564686,23.307382,113.5595597,23.31015997,[],广东省,广州市,黄埔区
BV10593235,镇龙(地铁站),交通设施服务;地铁站;地铁站,150500,[],14号线支线/知识城线;21号线,113.593,23.284514,113.5879117,23.28732225,[],广东省,广州市,黄埔区
BV10851509,镇龙北(地铁站),交通设施服务;地铁站;地铁站,150500,[],14号线支线/知识城线,113.576945,23.289584,113.5718403,23.2923816,[],广东省,广州市,黄埔区
BV10593221,镇龙西(地铁站),交通设施服务;地铁站;地铁站,150500,[],21号线,113.573793,23.278088,113.5686844,23.28088575,[],广东省,广州市,黄埔区
BV11095934,金坑(地铁站),交通设施服务;地铁站;地铁站,150500,[],21号线,113.526727,23.249328,113.5215034,23.25204089,[],广东省,广州市,黄埔区
BV10024370,庆盛(地铁站),交通设施服务;地铁站;地铁站,150500,[],4号线,113.490456,22.866999,113.4851328,22.86975942,[],广东省,广州市,南沙区
BV10960126,南横(地铁站),交通设施服务;地铁站;地铁站,150500,[],4号线,113.594381,22.747885,113.5893285,22.75090065,[],广东省,广州市,南沙区
BV10960125,南沙客运港(地铁站),交通设施服务;地铁站;地铁站,150500,[],4号线,113.610968,22.766988,113.6059173,22.76999418,[],广东省,广州市,南沙区
BV10862412,万顷沙(地铁站),交通设施服务;地铁站;地铁站,150500,[],(在建)18号线南延段;18号线,113.557043,22.698398,113.5519405,22.70139092,[],广东省,广州市,南沙区
BV10960127,塘坑(地铁站),交通设施服务;地铁站;地铁站,150500,[],4号线,113.573064,22.753098,113.5679887,22.75609862,[],广东省,广州市,南沙区
BV10015821,金洲(地铁站),交通设施服务;地铁站;地铁站,150500,[],4号线,113.538886,22.792178,113.5337302,22.79510425,[],广东省,广州市,南沙区
BV10960128,大涌(地铁站),交通设施服务;地铁站;地铁站,150500,[],4号线,113.555975,22.759076,113.5508662,22.76204959,[],广东省,广州市,南沙区
BV10960129,广隆(地铁站),交通设施服务;地铁站;地铁站,150500,[],4号线,113.540728,22.772143,113.5355788,22.77508037,[],广东省,广州市,南沙区
BV10960124,飞沙角(地铁站),交通设施服务;地铁站;地铁站,150500,[],4号线,113.540758,22.781854,113.5356082,22.78478822,[],广东省,广州市,南沙区
BV10862413,横沥(地铁站),交通设施服务;地铁站;地铁站,150500,[],18号线,113.511721,22.753453,113.5064797,22.7563177,[],广东省,广州市,南沙区
BV10020680,蕉门(地铁站),交通设施服务;地铁站;地铁站,150500,[],4号线,113.527502,22.800704,113.5223106,22.80359804,[],广东省,广州市,南沙区
BV10024371,黄阁(地铁站),交通设施服务;地铁站;地铁站,150500,[],4号线,113.518768,22.824736,113.5135461,22.82759698,[],广东省,广州市,南沙区
BV10016576,黄阁汽车城(地铁站),交通设施服务;地铁站;地铁站,150500,[],4号线,113.509719,22.835812,113.5044653,22.83864233,[],广东省,广州市,南沙区
BV11030743,广州新城西(地铁站),交通设施服务;地铁站;地铁站,150500,[],(在建)3号线东延段,113.439675,22.938156,113.4342021,22.94076255,[],广东省,广州市,番禺区
BV11030742,金光大道(地铁站),交通设施服务;地铁站;地铁站,150500,[],(在建)3号线东延段,113.457479,22.94227,113.4520472,22.9449102,[],广东省,广州市,番禺区
BV10024367,石碁(地铁站),交通设施服务;地铁站;地铁站,150500,[],4号线,113.465225,22.957185,113.459814,22.95983758,[],广东省,广州市,番禺区
BV10023067,官桥(地铁站),交通设施服务;地铁站;地铁站,150500,[],4号线,113.443122,22.982352,113.4376531,22.98494556,[],广东省,广州市,番禺区
BV11030744,番禺客运站(地铁站),交通设施服务;地铁站;地铁站,150500,[],(在建)3号线东延段,113.410076,22.936702,113.4045667,22.93927925,[],广东省,广州市,番禺区
BV10024368,海傍(地铁站),交通设施服务;地铁站;地铁站,150500,[],(在建)3号线东延段;4号线,113.475352,22.939553,113.4699734,22.94223997,[],广东省,广州市,番禺区
BV10019880,番禺广场(地铁站),交通设施服务;地铁站;地铁站,150500,[],(在建)3号线东延段;18号线;22号线;3号线,113.385642,22.935482,113.380135,22.93806424,[],广东省,广州市,番禺区
BV10024369,低涌(地铁站),交通设施服务;地铁站;地铁站,150500,[],4号线,113.484818,22.919463,113.479472,22.92218542,[],广东省,广州市,番禺区
BV10024366,新造(地铁站),交通设施服务;地铁站;地铁站,150500,[],4号线,113.415714,23.028182,113.410202,23.03072263,[],广东省,广州市,番禺区
BV10569460,板桥(地铁站),交通设施服务;地铁站;地铁站,150500,[],7号线,113.388139,23.016845,113.382625,23.0193907,[],广东省,广州市,番禺区
BV10019828,东涌(地铁站),交通设施服务;地铁站;地铁站,150500,[],4号线,113.478955,22.885577,113.4735917,22.88829645,[],广东省,广州市,南沙区
BV10024365,大学城南(地铁站),交通设施服务;地铁站;地铁站,150500,[],(在建)12号线;(在建)7号线二期;4号线;7号线,113.400478,23.043408,113.3949589,23.04593808,[],广东省,广州市,番禺区
BV10569458,钟村(地铁站),交通设施服务;地铁站;地铁站,150500,[],7号线,113.316552,22.986726,113.3111551,22.98939391,[],广东省,广州市,番禺区
BV10569461,谢村(地铁站),交通设施服务;地铁站;地铁站,150500,[],7号线,113.295832,22.990579,113.2904736,22.99328073,[],广东省,广州市,番禺区
BV10880418,市广路(地铁站),交通设施服务;地铁站;地铁站,150500,[],22号线,113.336734,22.971476,113.3312969,22.97411223,[],广东省,广州市,番禺区
BV10019725,广州南站(地铁站),交通设施服务;地铁站;地铁站,150500,[],22号线;2号线;7号线;佛山2号线,113.269815,22.988773,113.2644906,22.99150558,[],广东省,广州市,番禺区
BV10024412,石壁(地铁站),交通设施服务;地铁站;地铁站,150500,[],2号线;7号线,113.277964,22.994136,113.272631,22.99685908,[],广东省,广州市,番禺区
BV10024359,汉溪长隆(地铁站),交通设施服务;地铁站;地铁站,150500,[],3号线;7号线,113.329955,22.992812,113.3245303,22.99545189,[],广东省,广州市,番禺区
BV11636646,大洲(地铁站),交通设施服务;地铁站;地铁站,150500,[],7号线,113.257295,22.983794,113.2519789,22.98653518,[],广东省,广州市,番禺区
BV10024358,市桥(地铁站),交通设施服务;地铁站;地铁站,150500,[],3号线,113.361726,22.949743,113.356245,22.95234568,[],广东省,广州市,番禺区
BV10024413,会江(地铁站),交通设施服务;地铁站;地铁站,150500,[],2号线,113.286394,23.013047,113.2810488,23.01575223,[],广东省,广州市,番禺区
BV10019878,大石(地铁站),交通设施服务;地铁站;地铁站,150500,[],3号线,113.321744,23.017761,113.3163345,23.02040575,[],广东省,广州市,番禺区
BV10569459,南村万博(地铁站),交通设施服务;地铁站;地铁站,150500,[],18号线;7号线,113.347555,23.004789,113.3420946,23.00739107,[],广东省,广州市,番禺区
BV10880417,陈头岗(地铁站),交通设施服务;地铁站;地铁站,150500,[],(在建)22号线后通段;22号线,113.265636,23.013218,113.2603133,23.01594281,[],广东省,广州市,番禺区
BV10024414,南浦(地铁站),交通设施服务;地铁站;地铁站,150500,[],2号线,113.293154,23.032929,113.2877972,23.03561642,[],广东省,广州市,番禺区
BV10024360,厦滘(地铁站),交通设施服务;地铁站;地铁站,150500,[],3号线,113.320837,23.038007,113.3154279,23.04064474,[],广东省,广州市,番禺区
BV10569462,员岗(地铁站),交通设施服务;地铁站;地铁站,150500,[],7号线,113.365641,23.015962,113.3601497,23.01853062,[],广东省,广州市,番禺区
BV10862414,沙溪(地铁站),交通设施服务;地铁站;地铁站,150500,[],18号线,113.338357,23.036197,113.3329123,23.03880226,[],广东省,广州市,番禺区
BV10024415,洛溪(地铁站),交通设施服务;地铁站;地铁站,150500,[],2号线,113.298665,23.042896,113.2932983,23.04557076,[],广东省,广州市,番禺区
BV11541223,南浦西(地铁站),交通设施服务;地铁站;地铁站,150500,[],(在建)22号线后通段,113.260524,23.038469,113.2552028,23.04118547,[],广东省,广州市,番禺区
BV11030738,姬堂(地铁站),交通设施服务;地铁站;地铁站,150500,[],(在建)7号线二期,113.45604,23.132491,113.4505915,23.13504718,[],广东省,广州市,黄埔区
